id,start_time,origin,destination,kind,origin_real_id,dest_real_id,origin_x,origin_y,dest_x,dest_y,vec_x,vec_y,cluster
224,386,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42,2035.8899999999849,337.86999999999534,4
225,387,11,20,Human,128361109#1,272042145,211442.47,452097.55,213478.39,452442.76,2035.9200000000128,345.21000000002095,4
226,389,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42,2035.8899999999849,337.86999999999534,4
227,390,38,10,Human,-24634414#1,306240162#0,213216.13,452283.985,211642.94,452890.83,-1573.1900000000023,606.8450000000303,4
228,395,4,20,Human,-306240162#1,272042145,211638.505,452888.985,213478.39,452442.76,1839.8850000000093,-446.2249999999767,5
229,396,16,5,Human,-32978638#0,-266565295#5,213640.75,451987.935,213811.85,452244.51,171.10000000000582,256.57500000001164,4
230,398,4,4,Human,-306240162#1,399835085#1,211638.505,452888.985,212001.44,453157.175,362.9349999999977,268.1900000000023,5
231,399,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42,2035.8899999999849,337.86999999999534,4
232,399,4,20,Human,-306240162#1,272042145,211638.505,452888.985,213478.39,452442.76,1839.8850000000093,-446.2249999999767,5
233,400,4,20,Human,-306240162#1,272042145,211638.505,452888.985,213478.39,452442.76,1839.8850000000093,-446.2249999999767,5
234,402,4,20,Human,-306240162#1,272042145,211638.505,452888.985,213478.39,452442.76,1839.8850000000093,-446.2249999999767,5
235,403,4,20,Human,-306240162#1,272042145,211638.505,452888.985,213478.39,452442.76,1839.8850000000093,-446.2249999999767,5
236,411,4,20,Human,-306240162#1,272042145,211638.505,452888.985,213478.39,452442.76,1839.8850000000093,-446.2249999999767,5
237,412,4,5,Human,-306240162#1,-266565295#5,211638.505,452888.985,213811.85,452244.51,2173.345000000001,-644.4749999999767,5
238,413,39,9,Human,23166741#2,201238729#3,213173.07,452474.34,211438.31,452110.43,-1734.7600000000093,-363.9100000000326,4
239,413,40,20,Human,-24634510#5,272042145,212430.715,452101.96,213478.39,452442.76,1047.6750000000175,340.79999999998836,4
240,414,41,2,Human,201238719#0,32978638#0,211899.24,452235.18,213633.66,451984.92,1734.4200000000128,-250.2600000000093,4
241,414,4,2,Human,-306240162#1,32978638#0,211638.505,452888.985,213633.66,451984.92,1995.1549999999988,-904.0650000000023,5
242,418,42,20,Human,24634513#0,272042145,212250.8,452064.83,213478.39,452442.76,1227.5900000000256,377.929999999993,4
243,419,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42,2035.8899999999849,337.86999999999534,4
244,423,4,10,Human,-306240162#1,306240162#0,211638.505,452888.985,211642.94,452890.83,4.434999999997672,1.845000000030268,5
245,423,4,20,Human,-306240162#1,272042145,211638.505,452888.985,213478.39,452442.76,1839.8850000000093,-446.2249999999767,5
246,424,16,10,Human,-32978638#0,306240162#0,213640.75,451987.935,211642.94,452890.83,-1997.8099999999977,902.8950000000186,4
247,427,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42,2035.8899999999849,337.86999999999534,4
248,429,43,20,Human,40888360#0,272042145,212744.5,452410.79,213478.39,452442.76,733.890000000014,31.970000000030268,10
249,429,11,20,Human,128361109#1,272042145,211442.47,452097.55,213478.39,452442.76,2035.9200000000128,345.21000000002095,4
250,434,16,10,Human,-32978638#0,306240162#0,213640.75,451987.935,211642.94,452890.83,-1997.8099999999977,902.8950000000186,4
251,435,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42,502.8924999999872,-997.5524999999907,0
252,438,11,20,Human,128361109#1,272042145,211442.47,452097.55,213478.39,452442.76,2035.9200000000128,345.21000000002095,4
253,446,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,-1703.1750000000175,648.6749999999884,8
254,448,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,-1703.1750000000175,648.6749999999884,8
255,450,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51,2493.529999999999,1169.655000000028,11
256,450,11,20,Human,128361109#1,272042145,211442.47,452097.55,213478.39,452442.76,2035.9200000000128,345.21000000002095,4
257,450,1,42,Human,10425609#0,-218647954,213091.635,451303.575,212214.255,451816.61,-877.3800000000047,513.0349999999744,8
258,451,11,4,Human,128361109#1,399835085#1,211442.47,452097.55,212001.44,453157.175,558.9700000000012,1059.625,4
259,452,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,-1703.1750000000175,648.6749999999884,8
260,453,31,2,Human,24634416,32978638#0,213252.9,452163.915,213633.66,451984.92,380.7600000000093,-178.99499999999534,10
261,453,11,2,Human,128361109#1,32978638#0,211442.47,452097.55,213633.66,451984.92,2191.1900000000023,-112.63000000000466,4
262,455,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,-1703.1750000000175,648.6749999999884,8
263,456,4,20,Human,-306240162#1,272042145,211638.505,452888.985,213478.39,452442.76,1839.8850000000093,-446.2249999999767,5
264,458,4,20,Human,-306240162#1,272042145,211638.505,452888.985,213478.39,452442.76,1839.8850000000093,-446.2249999999767,5
265,459,4,5,Human,-306240162#1,-266565295#5,211638.505,452888.985,213811.85,452244.51,2173.345000000001,-644.4749999999767,5
266,462,44,20,Human,24634510#1,272042145,212663.995,452139.52,213478.39,452442.76,814.3950000000186,303.2399999999907,10
267,462,21,4,Human,24599188#0.94,399835085#1,213342.76,451641.085,212001.44,453157.175,-1341.320000000007,1516.0899999999674,8
268,464,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42,502.8924999999872,-997.5524999999907,0
269,465,21,43,Human,24599188#0.94,22724699#7,213342.76,451641.085,212272.47,452437.7,-1070.2900000000081,796.6149999999907,8
270,468,43,2,Human,40888360#0,32978638#0,212744.5,452410.79,213633.66,451984.92,889.1600000000035,-425.86999999999534,10
271,474,45,10,Human,-224892361#8,306240162#0,211865.015,452381.815,211642.94,452890.83,-222.07500000001164,509.01500000001397,4
272,474,11,4,Human,128361109#1,399835085#1,211442.47,452097.55,212001.44,453157.175,558.9700000000012,1059.625,4
273,481,16,9,Human,-32978638#0,201238729#3,213640.75,451987.935,211438.31,452110.43,-2202.4400000000023,122.49499999999534,4
274,481,4,5,Human,-306240162#1,-266565295#5,211638.505,452888.985,213811.85,452244.51,2173.345000000001,-644.4749999999767,5
275,482,2,2,Human,24608844,32978638#0,213600.045,452309.8,213633.66,451984.92,33.61499999999069,-324.88000000000466,4
276,483,16,44,Human,-32978638#0,26677214#3,213640.75,451987.935,212821.455,452899.6,-819.2950000000128,911.664999999979,4
277,484,16,10,Human,-32978638#0,306240162#0,213640.75,451987.935,211642.94,452890.83,-1997.8099999999977,902.8950000000186,4
278,487,46,3,Human,54169231#1,386687235,212881.24,452796.7,213478.36,452435.42,597.1199999999953,-361.28000000002794,5
279,491,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,-1703.1750000000175,648.6749999999884,8
280,495,47,20,Human,315392062#0,272042145,213156.245,451990.345,213478.39,452442.76,322.1450000000186,452.41500000003725,10
281,495,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,-1703.1750000000175,648.6749999999884,8
282,500,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,-1703.1750000000175,648.6749999999884,8
283,500,4,20,Human,-306240162#1,272042145,211638.505,452888.985,213478.39,452442.76,1839.8850000000093,-446.2249999999767,5
284,504,48,3,Human,53396619#4,386687235,213145.7,452689.745,213478.36,452435.42,332.6599999999744,-254.32500000001164,10
285,507,49,3,Human,-201950247#0,386687235,213053.065,452789.84,213478.36,452435.42,425.2949999999837,-354.4200000000419,10
286,508,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,-1703.1750000000175,648.6749999999884,8
287,512,21,4,Human,24599188#0.94,399835085#1,213342.76,451641.085,212001.44,453157.175,-1341.320000000007,1516.0899999999674,8
288,515,50,12,Human,-24634411,447569997#1,212931.69,452439.76,213435.6,452999.15,503.9100000000035,559.390000000014,10
289,515,22,20,Human,176550249#3,272042145,212398.57,452249.84,213478.39,452442.76,1079.820000000007,192.9199999999837,10
290,516,16,45,Human,-32978638#0,24634414#2,213640.75,451987.935,213241.83,452166.63,-398.9200000000128,178.69500000000698,4
291,517,16,10,Human,-32978638#0,306240162#0,213640.75,451987.935,211642.94,452890.83,-1997.8099999999977,902.8950000000186,4
292,521,7,1,Human,272042143,-128361102#1,213484.675,452457.545,211388.46,451952.25,-2096.2149999999965,-505.2949999999837,4
293,521,16,46,Human,-32978638#0,-160314346#0,213640.75,451987.935,212876.35,452157.925,-764.3999999999942,169.9899999999907,4
294,522,7,4,Human,272042143,399835085#1,213484.675,452457.545,212001.44,453157.175,-1483.234999999986,699.6300000000047,4
295,524,11,20,Human,128361109#1,272042145,211442.47,452097.55,213478.39,452442.76,2035.9200000000128,345.21000000002095,4
296,524,4,5,Human,-306240162#1,-266565295#5,211638.505,452888.985,213811.85,452244.51,2173.345000000001,-644.4749999999767,5
297,525,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51,2493.529999999999,1169.655000000028,11
298,528,11,47,Human,128361109#1,201201953#10,211442.47,452097.55,211972.52,452232.29,530.0499999999884,134.7399999999907,4
299,529,11,5,Human,128361109#1,-266565295#5,211442.47,452097.55,213811.85,452244.51,2369.3800000000047,146.96000000002095,4
300,531,51,20,Human,176550249#4,272042145,212591.23,452310.34,213478.39,452442.76,887.1600000000035,132.4199999999837,10
301,533,4,20,Human,-306240162#1,272042145,211638.505,452888.985,213478.39,452442.76,1839.8850000000093,-446.2249999999767,5
302,534,4,5,Human,-306240162#1,-266565295#5,211638.505,452888.985,213811.85,452244.51,2173.345000000001,-644.4749999999767,5
303,536,4,5,Human,-306240162#1,-266565295#5,211638.505,452888.985,213811.85,452244.51,2173.345000000001,-644.4749999999767,5
304,537,11,20,Human,128361109#1,272042145,211442.47,452097.55,213478.39,452442.76,2035.9200000000128,345.21000000002095,4
305,541,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51,2493.529999999999,1169.655000000028,11
306,546,11,20,Human,128361109#1,272042145,211442.47,452097.55,213478.39,452442.76,2035.9200000000128,345.21000000002095,4
307,547,11,20,Human,128361109#1,272042145,211442.47,452097.55,213478.39,452442.76,2035.9200000000128,345.21000000002095,4
308,548,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51,2493.529999999999,1169.655000000028,11
309,549,11,5,Human,128361109#1,-266565295#5,211442.47,452097.55,213811.85,452244.51,2369.3800000000047,146.96000000002095,4
310,551,11,5,Human,128361109#1,-266565295#5,211442.47,452097.55,213811.85,452244.51,2369.3800000000047,146.96000000002095,4
311,552,4,5,Human,-306240162#1,-266565295#5,211638.505,452888.985,213811.85,452244.51,2173.345000000001,-644.4749999999767,5
312,555,52,20,Human,-24634505,272042145,212842.27,452191.025,213478.39,452442.76,636.1200000000244,251.73499999998603,10
313,562,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92,658.1925000000047,-1448.0524999999907,0
314,563,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42,502.8924999999872,-997.5524999999907,0
315,564,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42,502.8924999999872,-997.5524999999907,0
316,565,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92,658.1925000000047,-1448.0524999999907,0
317,572,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42,502.8924999999872,-997.5524999999907,0
318,573,11,20,Human,128361109#1,272042145,211442.47,452097.55,213478.39,452442.76,2035.9200000000128,345.21000000002095,4
319,578,8,48,Human,266565295#5,28111977#9,213807.23,452252.93,212473.195,451372.475,-1334.0350000000035,-880.4550000000163,2
320,579,36,16,Human,286646456#1,30482615#1,211979.335,452780.735,212028.14,450765.2,48.80500000002212,-2015.5349999999744,0
321,588,39,9,Human,23166741#2,201238729#3,213173.07,452474.34,211438.31,452110.43,-1734.7600000000093,-363.9100000000326,4
322,593,8,49,Human,266565295#5,-25145011#0,213807.23,452252.93,212799.735,451424.525,-1007.4950000000244,-828.4049999999697,2
323,593,4,50,Human,-306240162#1,-170018165#0,211638.505,452888.985,211856.56,452362.91,218.05499999999302,-526.0750000000116,5
324,599,4,5,Human,-306240162#1,-266565295#5,211638.505,452888.985,213811.85,452244.51,2173.345000000001,-644.4749999999767,5
325,600,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51,2493.529999999999,1169.655000000028,11
326,603,16,10,Human,-32978638#0,306240162#0,213640.75,451987.935,211642.94,452890.83,-1997.8099999999977,902.8950000000186,4
327,606,16,5,Human,-32978638#0,-266565295#5,213640.75,451987.935,213811.85,452244.51,171.10000000000582,256.57500000001164,4
328,607,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83,-1841.734999999986,433.2850000000326,4
329,610,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,-2046.3649999999907,-347.1149999999907,4
330,611,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83,-1841.734999999986,433.2850000000326,4
331,613,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,-2046.3649999999907,-347.1149999999907,4
332,614,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83,-1841.734999999986,433.2850000000326,4
333,615,0,51,Human,315358244,23166741#5,212975.4675,453432.9725,212848.59,452448.23,-126.87750000000233,-984.742499999993,0
334,616,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83,-1841.734999999986,433.2850000000326,4
335,616,53,52,Human,176550249#1,4942376,212068.5,452219.52,213618.63,452666.15,1550.1300000000047,446.63000000000466,4
336,618,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,-2046.3649999999907,-347.1149999999907,4
337,622,54,1,Human,28111977#8,-128361102#1,212286.395,451412.07,211388.46,451952.25,-897.9349999999977,540.179999999993,8
338,634,11,20,Human,128361109#1,272042145,211442.47,452097.55,213478.39,452442.76,2035.9200000000128,345.21000000002095,4
339,637,11,4,Human,128361109#1,399835085#1,211442.47,452097.55,212001.44,453157.175,558.9700000000012,1059.625,4
340,645,55,20,Human,-201950263#6,272042145,212746.61,453184.57,213478.39,452442.76,731.7800000000279,-741.8099999999977,0
341,645,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51,2493.529999999999,1169.655000000028,11
342,652,56,10,Human,-24634413#0,306240162#0,213125.165,452252.9250000001,211642.94,452890.83,-1482.2250000000058,637.9049999999115,4
343,653,57,15,Human,176550249#0,-24634506#2,211922.89,452213.87,212923.875,452069.915,1000.984999999986,-143.9550000000163,4
344,667,0,53,Human,315358244,24634506#2,212975.4675,453432.9725,212853.915,452054.905,-121.55249999999069,-1378.0674999999464,0
345,667,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83,-1841.734999999986,433.2850000000326,4
346,670,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92,658.1925000000047,-1448.0524999999907,0
347,673,24,54,Human,-160314345#5,31860333#1,213480.015,452304.825,211840.025,451531.305,-1639.9900000000198,-773.5200000000186,2
348,674,58,3,Human,129379925,386687235,213253.03,452942.47,213478.36,452435.42,225.3299999999872,-507.04999999998836,0
349,675,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83,-1841.734999999986,433.2850000000326,4
350,676,4,40,Human,-306240162#1,-22724699#1,211638.505,452888.985,212624.945,452617.335,986.4400000000023,-271.6499999999651,5
351,676,8,10,Human,266565295#5,306240162#0,213807.23,452252.93,211642.94,452890.83,-2164.290000000008,637.9000000000233,4
352,676,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83,-1841.734999999986,433.2850000000326,4
353,678,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,-2046.3649999999907,-347.1149999999907,2
354,679,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42,502.8924999999872,-997.5524999999907,0
355,680,7,55,Human,272042143,176550249#4,213484.675,452457.545,212840.87,452415.74,-643.804999999993,-41.804999999993015,4
356,680,13,56,Human,-447569998#1,-315358258,213434.54,453008.69,212144.105,453005.495,-1290.4349999999977,-3.195000000006985,4
357,680,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42,502.8924999999872,-997.5524999999907,0
358,680,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42,502.8924999999872,-997.5524999999907,0
359,681,8,10,Human,266565295#5,306240162#0,213807.23,452252.93,211642.94,452890.83,-2164.290000000008,637.9000000000233,4
360,682,1,57,Human,10425609#0,26642363,213091.635,451303.575,212094.025,451366.13,-997.6100000000151,62.554999999993015,8
361,684,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83,-1841.734999999986,433.2850000000326,4
362,686,59,10,Human,-28319300#2,306240162#0,212244.0,452558.485,211642.94,452890.83,-601.0599999999977,332.34500000003027,10
363,686,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83,-1841.734999999986,433.2850000000326,4
364,686,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51,2493.529999999999,1169.655000000028,11
365,688,7,4,Human,272042143,399835085#1,213484.675,452457.545,212001.44,453157.175,-1483.234999999986,699.6300000000047,4
366,691,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,-2046.3649999999907,-347.1149999999907,2
367,692,7,58,Human,272042143,224892361#3,213484.675,452457.545,212001.02,452447.47,-1483.6549999999988,-10.075000000011642,4
368,693,47,2,Human,315392062#0,32978638#0,213156.245,451990.345,213633.66,451984.92,477.41500000000815,-5.4249999999883585,10
369,694,60,5,Human,-22716549#6,-266565295#5,212918.94,451755.98,213811.85,452244.51,892.9100000000035,488.53000000002794,10
370,694,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83,-1841.734999999986,433.2850000000326,4
371,695,22,9,Human,176550249#3,201238729#3,212398.57,452249.84,211438.31,452110.43,-960.2600000000093,-139.4100000000326,10
372,696,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,-2046.3649999999907,-347.1149999999907,2
373,697,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,-2046.3649999999907,-347.1149999999907,2
374,699,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,-2046.3649999999907,-347.1149999999907,2
375,706,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42,502.8924999999872,-997.5524999999907,0
376,707,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,-2046.3649999999907,-347.1149999999907,2
377,710,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83,-1841.734999999986,433.2850000000326,4
378,711,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83,-1841.734999999986,433.2850000000326,4
379,714,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51,2493.529999999999,1169.655000000028,11
380,715,61,2,Human,-201089423#1,32978638#0,213198.16,451813.82,213633.66,451984.92,435.5,171.09999999997672,10
381,721,62,2,Human,-25117391#2,32978638#0,212476.77,453007.31,213633.66,451984.92,1156.890000000014,-1022.390000000014,0
382,726,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42,2035.8899999999849,337.86999999999534,4
383,726,63,5,Human,-201201945#0,-266565295#5,212746.915,452548.92,213811.85,452244.51,1064.9349999999977,-304.4099999999744,10
384,729,64,1,Human,-136728347#4,-128361102#1,212422.34,451683.04,211388.46,451952.25,-1033.8800000000047,269.21000000002095,10
385,729,0,59,Human,315358244,-160314345#0,212975.4675,453432.9725,213000.09,452198.56,24.62249999999767,-1234.4124999999767,0
386,732,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42,2035.8899999999849,337.86999999999534,4
387,733,65,2,Human,315358242#1,32978638#0,213322.54,452739.58,213633.66,451984.92,311.11999999999534,-754.6600000000326,0
388,736,66,1,Human,22879845,-128361102#1,212676.79,452005.16,211388.46,451952.25,-1288.3300000000163,-52.90999999997439,10
389,738,16,12,Human,-32978638#0,447569997#1,213640.75,451987.935,213435.6,452999.15,-205.14999999999418,1011.2150000000256,8
390,741,4,5,Human,-306240162#1,-266565295#5,211638.505,452888.985,213811.85,452244.51,2173.345000000001,-644.4749999999767,5
391,746,67,5,Human,-25117391#1,-266565295#5,212389.605,452950.36,213811.85,452244.51,1422.2449999999953,-705.8499999999767,5
392,751,68,2,Human,24634411,32978638#0,213043.62,452220.67,213633.66,451984.92,590.0400000000081,-235.75,10
393,752,69,12,Human,-315358242#0,447569997#1,213331.78,452742.19,213435.6,452999.15,103.82000000000698,256.96000000002095,10
394,752,70,3,Human,-22724699#11,386687235,212272.6,452431.9,213478.36,452435.42,1205.7599999999802,3.519999999960419,10
395,752,16,5,Human,-32978638#0,-266565295#5,213640.75,451987.935,213811.85,452244.51,171.10000000000582,256.57500000001164,10
396,761,32,5,Human,-24634509#7,-266565295#5,212847.145,452042.39,213811.85,452244.51,964.7050000000163,202.11999999999534,10
397,767,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51,2493.529999999999,1169.655000000028,11
398,769,7,4,Human,272042143,399835085#1,213484.675,452457.545,212001.44,453157.175,-1483.234999999986,699.6300000000047,4
399,770,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,-2046.3649999999907,-347.1149999999907,2
400,772,7,4,Human,272042143,399835085#1,213484.675,452457.545,212001.44,453157.175,-1483.234999999986,699.6300000000047,4
401,774,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,-2046.3649999999907,-347.1149999999907,2
402,775,0,5,Human,315358244,-266565295#5,212975.4675,453432.9725,213811.85,452244.51,836.382500000007,-1188.462499999965,0
403,775,4,4,Human,-306240162#1,399835085#1,211638.505,452888.985,212001.44,453157.175,362.9349999999977,268.1900000000023,5
404,775,7,4,Human,272042143,399835085#1,213484.675,452457.545,212001.44,453157.175,-1483.234999999986,699.6300000000047,4
405,776,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92,658.1925000000047,-1448.0524999999907,0
406,777,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83,-1841.734999999986,433.2850000000326,4
407,778,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42,502.8924999999872,-997.5524999999907,0
408,779,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,-2046.3649999999907,-347.1149999999907,2
409,779,11,60,Human,128361109#1,26677214#4,211442.47,452097.55,212875.915,452947.99,1433.445000000007,850.4400000000023,4
410,780,0,5,Human,315358244,-266565295#5,212975.4675,453432.9725,213811.85,452244.51,836.382500000007,-1188.462499999965,0
411,780,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,-2046.3649999999907,-347.1149999999907,2
412,780,1,10,Human,10425609#0,306240162#0,213091.635,451303.575,211642.94,452890.83,-1448.695000000007,1587.2550000000047,8
413,782,1,4,Human,10425609#0,399835085#1,213091.635,451303.575,212001.44,453157.175,-1090.195000000007,1853.5999999999767,8
414,782,7,4,Human,272042143,399835085#1,213484.675,452457.545,212001.44,453157.175,-1483.234999999986,699.6300000000047,4
415,783,4,4,Human,-306240162#1,399835085#1,211638.505,452888.985,212001.44,453157.175,362.9349999999977,268.1900000000023,5
416,784,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83,-1841.734999999986,433.2850000000326,4
417,786,7,4,Human,272042143,399835085#1,213484.675,452457.545,212001.44,453157.175,-1483.234999999986,699.6300000000047,4
418,787,0,23,Human,315358244,26677541,212975.4675,453432.9725,213017.6,453046.28,42.132500000006985,-386.69249999994645,0
419,788,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83,-1841.734999999986,433.2850000000326,4
420,789,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42,2035.8899999999849,337.86999999999534,4
421,794,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92,658.1925000000047,-1448.0524999999907,0
422,794,0,5,Human,315358244,-266565295#5,212975.4675,453432.9725,213811.85,452244.51,836.382500000007,-1188.462499999965,0
423,794,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42,2035.8899999999849,337.86999999999534,4
424,796,0,5,Human,315358244,-266565295#5,212975.4675,453432.9725,213811.85,452244.51,836.382500000007,-1188.462499999965,0
425,797,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42,502.8924999999872,-997.5524999999907,0
426,798,8,16,Human,266565295#5,30482615#1,213807.23,452252.93,212028.14,450765.2,-1779.0899999999965,-1487.7299999999814,2
427,801,0,5,Human,315358244,-266565295#5,212975.4675,453432.9725,213811.85,452244.51,836.382500000007,-1188.462499999965,0
428,802,0,5,Human,315358244,-266565295#5,212975.4675,453432.9725,213811.85,452244.51,836.382500000007,-1188.462499999965,0
429,803,0,5,Human,315358244,-266565295#5,212975.4675,453432.9725,213811.85,452244.51,836.382500000007,-1188.462499999965,0
430,803,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,-1703.1750000000175,648.6749999999884,8
431,804,0,5,Human,315358244,-266565295#5,212975.4675,453432.9725,213811.85,452244.51,836.382500000007,-1188.462499999965,0
432,805,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42,502.8924999999872,-997.5524999999907,0
433,807,0,5,Human,315358244,-266565295#5,212975.4675,453432.9725,213811.85,452244.51,836.382500000007,-1188.462499999965,0
434,807,0,5,Human,315358244,-266565295#5,212975.4675,453432.9725,213811.85,452244.51,836.382500000007,-1188.462499999965,0
435,811,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92,658.1925000000047,-1448.0524999999907,0
436,814,1,10,Human,10425609#0,306240162#0,213091.635,451303.575,211642.94,452890.83,-1448.695000000007,1587.2550000000047,8
437,815,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,-1703.1750000000175,648.6749999999884,8
438,816,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51,2493.529999999999,1169.655000000028,11
439,816,71,2,Human,26677214#0,32978638#0,212677.685,452793.015,213633.66,451984.92,955.9750000000058,-808.0950000000303,0
440,817,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,-1703.1750000000175,648.6749999999884,8
441,818,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51,2493.529999999999,1169.655000000028,11
442,818,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92,658.1925000000047,-1448.0524999999907,0
443,820,4,20,Human,-306240162#1,272042145,211638.505,452888.985,213478.39,452442.76,1839.8850000000093,-446.2249999999767,9
444,822,1,10,Human,10425609#0,306240162#0,213091.635,451303.575,211642.94,452890.83,-1448.695000000007,1587.2550000000047,8
445,822,0,61,Human,315358244,-26677416#1,212975.4675,453432.9725,212897.9,453206.545,-77.56750000000466,-226.4274999999907,0
446,824,0,62,Human,315358244,28319300#0,212975.4675,453432.9725,212238.2,452558.545,-737.2674999999872,-874.4274999999907,0
447,832,72,20,Human,-26677213#5,272042145,212672.43,452783.095,213478.39,452442.76,805.960000000021,-340.33499999996275,10
448,833,73,2,Human,-315392062#4,32978638#0,212998.0,452182.605,213633.66,451984.92,635.6600000000035,-197.68499999999767,10
